,Unnamed: 0,filename,frame,subset,dog,class_count,class_list
55,55,f642d775-6693.jpg,6693,train,mixeddogs,2,pavement plant_horizontal
56,56,064ebbbf-9750.jpg,9750,train,mixeddogs,6,pavement plant_horizontal plant_vertical building plant_vertical sky
57,57,04775216-9892.jpg,9892,train,kermit,7,pavement plant_horizontal plant_horizontal plant_vertical plant_vertical building sky
58,58,44a0d43f-5623.jpg,5623,train,kermit,9,plant_horizontal sign plant_horizontal pavement pavement building sky plant_vertical person
59,59,e48622fa-5585.jpg,5585,train,kermit,7,plant_horizontal pavement building person plant_vertical plant_horizontal sky
60,60,4ea3bd1d-5655.jpg,5655,train,kermit,8,pavement plant_horizontal plant_horizontal plant_horizontal building person plant_vertical sky
61,61,334afd7f-5708.jpg,5708,train,mixeddogs,9,pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical building building sky
62,62,a618d875-5751.jpg,5751,train,daisy,6,pavement plant_horizontal plant_horizontal plant_vertical building sky
63,63,10abcbad-5890.jpg,5890,train,daisy,8,plant_horizontal plant_horizontal pavement building plant_vertical pole sky plant_vertical
64,64,b50136fb-5793.jpg,5793,train,kermit,7,pavement plant_horizontal plant_horizontal person person plant_vertical plant_vertical
65,65,c284ba51-5514.jpg,5514,train,mixeddogs,7,pavement plant_horizontal pole plant_horizontal plant_vertical person sky
66,66,59226ec0-5476.jpg,5476,train,daisy,6,pavement plant_horizontal plant_horizontal plant_vertical building sky
67,67,aae5f8f9-5418.jpg,5418,train,kermit,6,pavement plant_horizontal pole building sky plant_vertical
68,68,7c13f29f-5375.jpg,5375,train,mixeddogs,7,pavement plant_horizontal building pole sky sky plant_vertical
69,69,0265d13b-5333.jpg,5333,train,kermit,7,pavement plant_horizontal plant_vertical plant_vertical person person building
70,70,519f044a-5982.jpg,5982,train,kermit,8,plant_horizontal building building pavement plant_horizontal person plant_vertical sky
71,71,a941ed8f-6044.jpg,6044,train,kermit,8,plant_horizontal building building pavement person plant_vertical sky pole
72,72,10b8c18a-6111.jpg,6111,train,daisy,7,bicycle pavement plant_horizontal building plant_vertical sky sky
73,73,5c9694ed-5322.jpg,5322,train,daisy,7,person plant_horizontal plant_horizontal plant_vertical sky plant_vertical sky
74,74,d02af224-5116.jpg,5116,train,mixeddogs,8,plant_horizontal pavement building plant_horizontal plant_horizontal person plant_vertical sky
75,75,64f947ea-5084.jpg,5084,train,mixeddogs,9,pavement plant_horizontal plant_horizontal plant_horizontal building building pole plant_vertical sky
76,76,a6e34dba-5047.jpg,5047,train,daisy,9,pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical pole building building sky
77,77,83222d77-5177.jpg,5177,train,daisy,8,pavement pole building building plant_horizontal plant_horizontal plant_vertical sky
78,78,7f9469bd-5015.jpg,5015,train,daisy,8,pavement pole building building plant_horizontal plant_horizontal plant_vertical sky
79,79,36e9a24f-4981.jpg,4981,train,daisy,8,pavement plant_horizontal plant_horizontal pole building building plant_vertical sky
80,80,f48c5232-4946.jpg,4946,train,kermit,11,person person building plant_horizontal plant_vertical sky sky pavement plant_horizontal plant_horizontal plant_horizontal
81,81,89789a2a-4903.jpg,4903,train,mixeddogs,13,person person pavement plant_horizontal building plant_horizontal building plant_vertical plant_vertical plant_horizontal plant_vertical sky sky
82,82,6579061e-5208.jpg,5208,train,daisy,9,pavement plant_horizontal plant_vertical building building plant_vertical person plant_vertical sky
83,83,e0d08e48-5257.jpg,5257,train,mixeddogs,10,person person person plant_horizontal pavement plant_horizontal plant_vertical building sky sky
84,84,c0887253-4852.jpg,4852,train,daisy,9,pavement plant_horizontal plant_horizontal pole building plant_horizontal plant_vertical building sky
85,85,c89f48a8-4819.jpg,4819,train,daisy,8,pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical pole building sky
86,86,1f5ba098-4718.jpg,4718,train,mixeddogs,12,building building plant_horizontal plant_horizontal pavement plant_vertical plant_vertical plant_vertical sky sky sky sky
87,87,7b99ace2-4639.jpg,4639,train,kermit,7,pavement plant_horizontal plant_horizontal building plant_horizontal plant_vertical plant_vertical
88,88,7027dff8-4500.jpg,4500,train,kermit,3,pole plant_horizontal pavement
89,89,4e92f943-4390.jpg,4390,train,kermit,4,pole plant_horizontal plant_horizontal pavement
90,90,191f71f2-4277.jpg,4277,train,kermit,3,pole plant_horizontal plant_horizontal
91,91,66a4953e-4165.jpg,4165,train,kermit,3,pavement pole plant_horizontal
92,92,633883eb-4071.jpg,4071,train,kermit,10,pavement plant_horizontal plant_horizontal pole bicycle pavement plant_vertical building plant_vertical sky
93,93,5a886d37-3983.jpg,3983,train,kermit,9,pavement bicycle plant_horizontal building plant_horizontal plant_vertical plant_vertical sky sky
94,94,58adfa47-3852.jpg,3852,train,kermit,9,pavement plant_horizontal plant_vertical bicycle building pole pole building sky
95,95,bc1b0a34-3731.jpg,3731,train,mixeddogs,5,pavement sign building plant_horizontal plant_vertical
96,96,7a515d0d-3641.jpg,3641,train,suna,12,person building pole pavement pavement person person plant_vertical plant_vertical plant_vertical plant_vertical sky
97,97,f96df09f-3611.jpg,3611,train,suna,9,person plant_vertical plant_vertical plant_vertical building building person sky sky
98,98,5ced380e-3559.jpg,3559,train,kermit,7,pavement plant_horizontal plant_horizontal plant_horizontal building plant_vertical sky
99,99,cd540551-3526.jpg,3526,train,suna,14,plant_horizontal plant_horizontal plant_horizontal pavement pole pole pavement plant_vertical plant_vertical building building person bench_chair sky
100,100,0ccc74f2-3491.jpg,3491,train,suna,12,plant_horizontal plant_horizontal plant_horizontal pole pole bench_chair building building plant_vertical plant_vertical pavement sky
101,101,4a739b80-3419.jpg,3419,train,kermit,2,plant_horizontal pavement
102,102,860b8fdb-3388.jpg,3388,train,mixeddogs,8,pavement plant_horizontal plant_horizontal plant_horizontal pole building plant_vertical sky
103,103,b928fddd-3329.jpg,3329,train,mixeddogs,16,plant_horizontal plant_horizontal plant_horizontal plant_horizontal pavement pavement pole pole plant_vertical building person building building plant_vertical plant_vertical sky
104,104,00ee51e4-3293.jpg,3293,train,suna,13,plant_horizontal plant_horizontal plant_horizontal pavement pavement building building pole pole plant_vertical plant_vertical bench_chair sky
105,105,9dfc04f4-3261.jpg,3261,train,mixeddogs,9,plant_horizontal plant_horizontal pavement building building plant_vertical plant_vertical sky sky
106,106,496567f7-3216.jpg,3216,train,suna,12,plant_horizontal pavement person bench_chair pole pole plant_vertical plant_vertical building building plant_horizontal sky
107,107,4e424fdb-3150.jpg,3150,train,suna,11,plant_horizontal plant_horizontal plant_horizontal pole pole pavement plant_vertical person plant_vertical sky building
108,108,d69f2edf-3104.jpg,3104,train,mixeddogs,11,plant_horizontal plant_horizontal plant_horizontal person pavement pavement plant_vertical building building sky pole
109,109,98ab6311-3088.jpg,3088,train,kermit,9,plant_horizontal plant_horizontal plant_horizontal plant_horizontal pavement pole person building building
110,110,9e6ea474-3042.jpg,3042,train,kermit,8,person pavement plant_horizontal plant_horizontal plant_horizontal pole building person
111,111,cc22e867-3001.jpg,3001,train,suna,16,person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky pavement pavement pavement building building building
112,112,ab15a148-2965.jpg,2965,train,kermit,5,plant_horizontal plant_horizontal plant_horizontal person pavement
113,113,a94ff07e-2920.jpg,2920,train,kermit,9,person person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical pavement pavement
114,114,c084da3b-2837.jpg,2837,train,suna,12,person plant_horizontal plant_horizontal pavement plant_vertical plant_horizontal plant_horizontal pavement building building sky sky
115,115,541d7490-2802.jpg,2802,train,kermit,8,person person plant_vertical pavement plant_horizontal plant_horizontal plant_vertical sky
116,116,569f400e-2723.jpg,2723,train,kermit,7,person person plant_vertical plant_horizontal pavement pavement building
117,117,5b4946e0-2642.jpg,2642,train,suna,12,person pole pole plant_horizontal plant_vertical building plant_horizontal pavement pavement plant_vertical plant_horizontal sky
118,118,0b59dfcf-2588.jpg,2588,train,mixeddogs,13,person plant_vertical plant_vertical pole pole building pavement pavement plant_vertical sky plant_horizontal plant_horizontal plant_horizontal
119,119,080c2393-2554.jpg,2554,train,suna,12,person pole pole plant_horizontal pavement pavement plant_horizontal plant_horizontal plant_vertical plant_vertical building sky
120,120,0c6b0afd-2393.jpg,2393,train,suna,9,person pole plant_vertical plant_vertical plant_horizontal plant_horizontal pavement building sky
121,121,b5b61dc9-2329.jpg,2329,train,suna,13,person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical pavement pavement building building sky
122,122,9c0bf8cc-2243.jpg,2243,train,kermit,7,person pavement plant_horizontal pole building plant_horizontal plant_horizontal
123,123,c4de42d5-2175.jpg,2175,train,mixeddogs,12,person plant_vertical plant_vertical pole pole plant_horizontal plant_horizontal building sky plant_horizontal pavement pavement
124,124,f35a2502-2071.jpg,2071,train,suna,12,plant_horizontal plant_horizontal plant_horizontal plant_horizontal person person pole pole building pavement plant_vertical sky
125,125,264cc68f-2029.jpg,2029,train,suna,14,person pavement pavement pavement pole pole person plant_vertical plant_vertical building plant_horizontal plant_horizontal plant_horizontal sky
126,126,fcfb7840-1979.jpg,1979,train,suna,12,person pole pole plant_horizontal plant_horizontal plant_horizontal building plant_vertical sky plant_vertical pavement pavement
127,127,8b778b91-1927.jpg,1927,train,suna,12,plant_horizontal pavement pavement pole pole building sky plant_vertical plant_horizontal plant_horizontal person plant_vertical
128,128,6a2d947a-2294.jpg,2294,train,kermit,7,person building building plant_horizontal pavement plant_horizontal plant_horizontal
129,129,fc3c538e-1564.jpg,1564,train,mixeddogs,12,pavement plant_horizontal plant_horizontal plant_horizontal plant_horizontal person person building building plant_vertical plant_vertical plant_vertical
130,130,b05475b4-1496.jpg,1496,train,kermit,11,person building plant_horizontal plant_horizontal plant_horizontal pavement pavement pavement building plant_vertical plant_vertical
131,131,ba6c93cb-937.jpg,937,train,kermit,11,person pavement pavement pavement sky plant_horizontal plant_horizontal plant_vertical plant_vertical building building
132,132,f050acbf-812.jpg,812,train,kermit,12,person person pavement plant_vertical building plant_horizontal plant_horizontal plant_horizontal building pavement pavement pavement
133,133,1a1652e7-642.jpg,642,train,kermit,4,plant_vertical plant_horizontal plant_horizontal pavement
134,134,de113015-12318.jpg,12318,train,kermit,6,pavement plant_horizontal plant_horizontal plant_vertical building plant_vertical
135,135,1fa6339d-12196.jpg,12196,train,mixeddogs,5,pavement plant_horizontal building plant_vertical sky
136,136,6297298e-12124.jpg,12124,train,kermit,6,pavement building pole plant_horizontal plant_vertical sky
137,137,9488a95c-11907.jpg,11907,train,kermit,3,bicycle pavement plant_horizontal
138,138,f1775d97-11821.jpg,11821,train,mixeddogs,6,pavement plant_horizontal bicycle building plant_vertical sky
139,139,c20da2ca-11712.jpg,11712,train,mixeddogs,8,plant_horizontal plant_horizontal pole pavement building building plant_vertical sky
140,140,41102944-10026.jpg,10026,train,kermit,2,plant_horizontal building
141,141,1d9adac0-9844.jpg,9844,train,kermit,5,pavement building plant_horizontal plant_vertical sky
142,142,e6ccfd97-9299.jpg,9299,train,kermit,6,pavement plant_horizontal plant_horizontal plant_vertical sky sky
143,143,f20fa30b-9190.jpg,9190,train,kermit,1,pavement
144,144,51e95c36-9128.jpg,9128,train,kermit,2,plant_horizontal pavement
145,145,964b2e90-6506.jpg,6506,train,kermit,6,plant_horizontal pavement plant_vertical plant_vertical building sky
146,146,e3ec6aa9-6307.jpg,6307,train,mixeddogs,1,plant_horizontal
147,147,5d940010-6274.jpg,6274,train,kermit,1,plant_horizontal
148,148,5462904b-6228.jpg,6228,train,kermit,1,plant_horizontal
149,149,84a0b273-6154.jpg,6154,train,daisy,4,plant_horizontal pavement building sky
150,150,88fd83fa-6077.jpg,6077,train,kermit,3,plant_horizontal building sky
151,151,59d30c9b-5878.jpg,5878,train,kermit,4,plant_horizontal pavement building sky
152,152,dca5fbe2-5724.jpg,5724,train,kermit,1,pavement
153,153,95ae8c6c-5436.jpg,5436,train,daisy,6,pavement plant_horizontal plant_horizontal building plant_vertical sky
154,154,37156668-4548.jpg,4548,train,kermit,4,pole building pavement plant_horizontal
155,155,f0fb3757-4204.jpg,4204,train,mixeddogs,2,pole plant_horizontal
156,156,570f3a86-3691.jpg,3691,train,kermit,4,pavement plant_horizontal plant_horizontal building
157,157,9c1e449d-3181.jpg,3181,train,kermit,12,plant_horizontal plant_horizontal plant_horizontal plant_horizontal person plant_vertical pole building pavement pavement pavement sky
158,158,7326b149-2882.jpg,2882,train,kermit,2,person plant_horizontal
159,159,c76741ec-2474.jpg,2474,train,kermit,9,person plant_vertical building building sky plant_horizontal plant_horizontal plant_horizontal pavement
160,160,5cd0eb60-1183.jpg,1183,train,kermit,10,person plant_vertical plant_vertical building building plant_horizontal plant_horizontal pavement pavement pavement
161,161,b5444acb-697.jpg,697,train,kermit,10,plant_horizontal plant_vertical building plant_horizontal sky plant_vertical plant_horizontal pavement pavement pavement
162,162,d73df16d-26129.jpg,26129,train,kermit,8,pavement car car plant_vertical pole plant_vertical building sky
163,163,fc6208ac-23627.jpg,23627,train,kermit,12,pavement building plant_vertical plant_vertical building plant_vertical construction person building building sky pole
164,164,1c6f552c-19827.jpg,19827,train,kermit,11,car car car pavement building pole plant_vertical building building plant_vertical sky
165,165,46f7365d-18703.jpg,18703,train,kermit,6,pavement plant_vertical car building person person
166,166,85ac4833-18105.jpg,18105,train,kermit,11,pavement pavement plant_vertical plant_vertical plant_vertical plant_vertical building building sky sky building
167,167,a9ab27e9-17229.jpg,17229,train,kermit,8,pavement plant_vertical plant_vertical car car pole building sky
168,168,923340a8-14622.jpg,14622,train,kermit,20,person plant_horizontal plant_vertical plant_vertical building building building pavement plant_vertical plant_vertical plant_vertical sculpture building plant_vertical building building building building plant_vertical sky
169,169,849a9b28-8796.jpg,8796,train,kermit,14,pavement person pole plant_vertical plant_vertical plant_vertical plant_horizontal plant_vertical building building building building sky sky
170,170,48bd9cab-28789.jpg,28789,train,kermit,2,plant_horizontal pavement
171,171,63168aa5-28676.jpg,28676,train,kermit,8,plant_horizontal pavement building plant_vertical plant_vertical building sculpture building
172,172,7c544871-28069.jpg,28069,train,kermit,6,pavement plant_horizontal plant_vertical plant_vertical building sky
173,173,2ac48234-27970.jpg,27970,train,kermit,7,pavement plant_horizontal plant_vertical plant_vertical building plant_vertical building
174,174,552254c4-27851.jpg,27851,train,kermit,10,pavement building building building car plant_vertical building person sky sky
175,175,bc7c5185-27764.jpg,27764,train,kermit,8,pavement plant_vertical sky sky building plant_vertical building car
176,176,05af8637-27666.jpg,27666,train,kermit,10,pavement car plant_vertical building plant_vertical plant_vertical building sky building sign
177,177,0a51df09-27195.jpg,27195,train,kermit,7,pavement building car car plant_vertical sky building
178,178,eec56d3e-27129.jpg,27129,train,kermit,9,building plant_vertical pavement plant_vertical sky sky building car car
179,179,2b7a047a-27009.jpg,27009,train,kermit,7,person pavement plant_vertical building car car sky
180,180,27fd8a0f-26939.jpg,26939,train,kermit,8,pavement plant_vertical building building sky car car person
181,181,64d2d748-26822.jpg,26822,train,kermit,9,person pavement car plant_vertical car car sky building sky
182,182,6d834cea-26750.jpg,26750,train,kermit,6,person pavement plant_vertical building sky car
183,183,b7bd8108-26646.jpg,26646,train,kermit,9,pavement car car car car plant_vertical sky sky building
184,184,b6116b36-26569.jpg,26569,train,kermit,8,car car plant_vertical plant_vertical sky sky pavement building
185,185,a078cbc1-26480.jpg,26480,train,kermit,11,person car bicycle pavement plant_vertical sky car building sky building building
186,186,60c20dac-26393.jpg,26393,train,kermit,15,pavement bicycle plant_vertical building sky plant_vertical building construction plant_vertical construction building building car car pole
187,187,ab129726-26256.jpg,26256,train,kermit,15,pavement car construction construction construction building plant_vertical plant_vertical sky car plant_vertical plant_vertical sky plant_vertical car
188,188,58a4c9a0-26162.jpg,26162,train,kermit,6,pavement plant_horizontal plant_vertical plant_vertical building sky
189,189,4385ede0-25063.jpg,25063,train,kermit,12,pavement plant_vertical car car person person plant_vertical building pole sky building building
190,190,33120fa1-24972.jpg,24972,train,kermit,4,person pavement plant_vertical building
191,191,42251c33-24749.jpg,24749,train,kermit,16,person plant_vertical plant_vertical building sky car car car pole building pavement sky building building person building
192,192,d0a48859-24644.jpg,24644,train,kermit,10,person plant_vertical building building sky sky sky plant_vertical sky pavement
193,193,884e7a05-24554.jpg,24554,train,kermit,6,person plant_vertical building building person sky
194,194,4ad308f8-24420.jpg,24420,train,kermit,12,plant_vertical car car pole pavement plant_vertical building building sky building building sky
195,195,8a757332-24251.jpg,24251,train,kermit,17,person person bicycle car building car car car pavement plant_vertical sky sky sky building car plant_vertical sky
196,196,5e8752c5-24179.jpg,24179,train,kermit,10,car bicycle pavement plant_vertical building building sky sky building sky
197,197,027393d6-24060.jpg,24060,train,kermit,11,scooter pavement pavement plant_vertical sky building building plant_horizontal plant_horizontal building car
198,198,36e25793-23995.jpg,23995,train,kermit,15,scooter pavement plant_vertical plant_horizontal plant_vertical plant_vertical building plant_vertical plant_vertical car building plant_vertical sky sky sky
199,199,c364ace4-23920.jpg,23920,train,kermit,11,pavement scooter car car car building pole building sky plant_vertical building
200,200,ff0880e2-23817.jpg,23817,train,kermit,6,plant_vertical building pavement car building sky
201,201,4e5d7c68-23708.jpg,23708,train,kermit,10,person pavement plant_vertical building car car car building sky plant_vertical
202,202,320c20a7-23565.jpg,23565,train,kermit,13,pavement building plant_vertical pole pole car sky building building building building plant_horizontal car
203,203,956137e5-23485.jpg,23485,train,kermit,11,car car pavement building plant_vertical pole building building building building sky
204,204,441fe2e8-23393.jpg,23393,train,kermit,6,car pavement sky plant_vertical building pole
205,205,507c6510-23307.jpg,23307,train,kermit,8,pavement car car car building plant_vertical sky plant_vertical
206,206,56e0e8a7-23205.jpg,23205,train,kermit,12,pavement person person plant_vertical pole pole building building sky plant_vertical plant_vertical building
207,207,5c5f1b87-23068.jpg,23068,train,kermit,5,car pavement sky person plant_vertical
208,208,f9bf859b-22994.jpg,22994,train,kermit,5,plant_vertical pavement person car sky
209,209,db95160e-22919.jpg,22919,train,kermit,12,building plant_vertical plant_vertical pavement person person sky sky plant_vertical construction plant_vertical plant_vertical
210,210,728cd042-22832.jpg,22832,train,kermit,14,pavement pavement building sign plant_vertical sky car person pavement plant_horizontal plant_vertical plant_vertical building building
211,211,4d364299-22734.jpg,22734,train,kermit,18,pavement building plant_horizontal pavement pavement pavement pavement plant_vertical plant_vertical construction plant_vertical construction construction construction plant_vertical construction building sky
212,212,e6aa8587-22649.jpg,22649,train,kermit,15,person pavement car pole car building plant_vertical building building sky plant_horizontal construction construction pavement pavement
213,213,f6c9bacf-22574.jpg,22574,train,kermit,13,pavement building plant_horizontal construction plant_vertical car person pavement pavement pavement pavement building sky
214,214,4517ec4f-22493.jpg,22493,train,kermit,13,construction plant_horizontal building pavement person car plant_vertical pavement pavement pavement pavement plant_vertical building
215,215,6a04653b-22412.jpg,22412,train,kermit,9,pavement plant_horizontal plant_horizontal plant_vertical person plant_vertical building sky building
216,216,dcd3fbd2-22250.jpg,22250,train,kermit,12,pavement plant_vertical pole plant_vertical plant_vertical plant_vertical sky car car person building building
217,217,77b73c56-22146.jpg,22146,train,kermit,6,pavement car car person plant_vertical plant_vertical
218,218,e7995d2a-22052.jpg,22052,train,kermit,6,pavement plant_vertical building building plant_vertical sky
219,219,b8e2c5a7-21975.jpg,21975,train,kermit,7,pole pavement car car car plant_vertical sky
220,220,fb256482-21808.jpg,21808,train,kermit,7,car plant_vertical sky pavement car building person
221,221,605fe686-21737.jpg,21737,train,kermit,12,plant_vertical building plant_vertical plant_vertical pavement person car car car sky sky sky
222,222,279c2596-21659.jpg,21659,train,kermit,7,pavement plant_vertical building person car car sky
223,223,1e6319fe-21555.jpg,21555,train,kermit,1,plant_vertical
224,224,e8c8d083-21482.jpg,21482,train,kermit,10,pavement pole car car car car plant_vertical plant_horizontal sky sky
225,225,54cb2928-21408.jpg,21408,train,kermit,8,person pavement plant_vertical building plant_vertical sky car car
226,226,f80f65c9-21296.jpg,21296,train,kermit,5,building pavement plant_vertical building building
227,227,775209d0-21218.jpg,21218,train,kermit,12,building plant_vertical plant_vertical building building pavement plant_vertical sky sky sky car pavement
228,228,a0a7f3a9-21147.jpg,21147,train,kermit,9,pavement plant_vertical building building plant_vertical sky plant_vertical car building
229,229,260bd0ab-21075.jpg,21075,train,kermit,10,pavement plant_vertical building plant_vertical plant_vertical pole sky sky car car
230,230,9829f446-20996.jpg,20996,train,kermit,1,plant_vertical
231,231,e64e29b7-20917.jpg,20917,train,kermit,1,plant_vertical
232,232,e2373034-20844.jpg,20844,train,kermit,1,plant_vertical
233,233,a243ed05-20749.jpg,20749,train,kermit,2,pavement plant_vertical
234,234,fbe5d1f0-20674.jpg,20674,train,kermit,2,pavement plant_vertical
235,235,4eac777e-20594.jpg,20594,train,kermit,10,pavement car pole car car pole plant_vertical building plant_vertical sky
236,236,4f6a210a-20476.jpg,20476,train,kermit,6,plant_vertical building sky car pavement building
237,237,cc06aba6-20374.jpg,20374,train,kermit,7,pavement plant_vertical building plant_vertical sky car car
238,238,26660ae1-20298.jpg,20298,train,kermit,10,pavement plant_vertical plant_vertical building car car car plant_vertical building sky
239,239,189c09ec-20222.jpg,20222,train,kermit,8,pavement plant_vertical building sky sky plant_vertical car car
