,/Users/pslive1/Documents/Walk_Projext/BDL064_Kermit_EyeTracking_Walk/BDL064_Kermit_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes,all_classes,fixation_classes,fixation_classes_no_background,union_areas,percentage_area
19,BDL064_Kermit_EyeTracking_Walk.mov,19,fixation,612,20193.333333000002,20760.0,566.666667,20058.333333000002,00:00:20.42700,260.56,141.39,-1000.0,-1000.0,,,,pavement person person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical,plant_vertical: 0.5 person: 0.5 background: 0.0,plant_vertical: 0.5 person: 0.5,0.755439453125,plant_horizontal:0.397119140625 person:0.3694856770833333 plant_vertical:0.31806640625 pavement:0.016666666666666666
20,BDL064_Kermit_EyeTracking_Walk.mov,20,fixation,624,20793.333333000002,20960.0,166.666667,20458.333333000002,00:00:20.82700,285.33,110.77,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal: 0.008518327310273618 plant_horizontal: 0.20650490449148168 pavement: 0.49561177077955604 background: 0.2893649974186887,plant_horizontal: 0.01198692335633854 plant_horizontal: 0.2905920813657828 pavement: 0.6974209952778787,0.785458984375,plant_horizontal:0.5026920572916667 plant_vertical:0.272890625 pavement:0.040309244791666664
21,BDL064_Kermit_EyeTracking_Walk.mov,21,fixation,632,20993.333333000002,21260.0,266.666667,20725.0,00:00:21.09300,283.56,99.33,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal: 0.1033585003905233 pavement: 0.6633689143452226 background: 0.2332725852642541,plant_horizontal: 0.13480475382003396 pavement: 0.865195246179966,0.755927734375,plant_horizontal:0.5136295572916666 plant_vertical:0.22344075520833334 pavement:0.03327473958333333
22,BDL064_Kermit_EyeTracking_Walk.mov,22,fixation,638,21293.333333000002,21395.0,101.666667,20925.0,00:00:21.29300,241.82,127.79,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal: 0.6773443554637044 pavement: 0.27899767501937484 background: 0.04365796951692069,plant_horizontal: 0.7082658022690438 pavement: 0.2917341977309562,0.7574869791666666,plant_horizontal:0.5122200520833333 plant_vertical:0.21692057291666667 pavement:0.030260416666666668
23,BDL064_Kermit_EyeTracking_Walk.mov,23,fixation,642,21395.0,21528.333333000002,133.333333,21060.0,00:00:21.42800,232.0,149.88,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.785146484375,plant_horizontal:0.50693359375 plant_vertical:0.24707682291666666 pavement:0.031136067708333333
24,BDL064_Kermit_EyeTracking_Walk.mov,24,fixation,652,21628.333333000002,21961.666666999998,333.333333,21393.333333000002,00:00:21.76200,211.86,216.41,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal: 0.6683155428273887 plant_vertical: 0.1497005988023952 background: 0.18198385837021608,plant_horizontal: 0.816995544239338 plant_vertical: 0.183004455760662,0.767041015625,plant_horizontal:0.49171875 pavement:0.034860026041666665 plant_vertical:0.25947265625
25,BDL064_Kermit_EyeTracking_Walk.mov,25,fixation,664,22161.666666999998,22261.666666999998,100.0,21793.333333000002,00:00:22.16200,134.22,220.99,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical,plant_vertical: 1.0 background: 0.0,plant_vertical: 1.0,0.8941731770833333,plant_horizontal:0.653408203125 plant_vertical:0.673974609375 pavement:0.063623046875
26,BDL064_Kermit_EyeTracking_Walk.mov,26,fixation,697,22628.333333000002,23996.666666999998,1368.333333,22895.0,00:00:23.26300,246.7,179.51,-1000.0,-1000.0,,,,building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky,plant_horizontal: 0.35852859662383474 plant_vertical: 0.03224993701184178 person: 0.06525573192239859 background: 0.5439657344419249,plant_horizontal: 0.7861878453038674 plant_vertical: 0.0707182320441989 person: 0.1430939226519337,0.7942415364583333,plant_horizontal:0.5457421875 pavement:0.06295572916666667 building:0.06798828125 plant_vertical:0.11647135416666668 sky:0.016451822916666668 person:0.028639322916666668
27,BDL064_Kermit_EyeTracking_Walk.mov,27,fixation,734,24098.333333000002,24965.0,866.666667,24130.0,00:00:24.49800,273.79,144.3,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_vertical sky,pavement: 0.6547774017183026 plant_horizontal: 0.13147617807862536 background: 0.2137464202030721,pavement: 0.8327814569536424 plant_horizontal: 0.1672185430463576,0.7735709635416667,plant_horizontal:0.4394596354166667 person:0.08237955729166667 pavement:0.10767252604166667 building:0.10103190104166666 plant_vertical:0.0640234375 sky:0.006800130208333333
28,BDL064_Kermit_EyeTracking_Walk.mov,28,fixation,758,25231.666666999998,25466.666666999998,235.0,24930.0,00:00:25.29800,400.71,222.31,-1000.0,-1000.0,,,,building building building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal pole,person: 0.8083832335329342 pavement: 0.003384535277271544 background: 0.18823223118979432,person: 0.995830660679923 pavement: 0.004169339320076972,0.8570540364583333,plant_horizontal:0.4482975260416666 building:0.5698697916666666 person:0.094375 pavement:0.12193359375 pole:0.005537109375
29,BDL064_Kermit_EyeTracking_Walk.mov,29,fixation,775,25766.666666999998,26033.333333000002,266.666667,25498.333333000002,00:00:25.86700,212.97,244.85,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,plant_horizontal: 0.05978958172953554 person: 0.5411855273287144 pavement: 0.13856812933025403 background: 0.260456761611496,plant_horizontal: 0.08084663428174879 person: 0.7317834836918806 pavement: 0.1873698820263706,0.7421875,plant_horizontal:0.20289713541666668 person:0.17816080729166667 plant_vertical:0.033118489583333334 pavement:0.314345703125 building:0.16304036458333332
30,BDL064_Kermit_EyeTracking_Walk.mov,30,fixation,788,26066.666666999998,26600.0,533.333333,25931.666666999998,00:00:26.30000,188.83,171.37,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical pole,person: 0.35589690184847694 background: 0.644103098151523,person: 1.0,0.6746158854166666,person:0.23364583333333333 building:0.11048177083333334 pavement:0.202275390625 plant_horizontal:0.12404622395833334 plant_vertical:0.11202799479166667 pole:0.0062076822916666665
31,BDL064_Kermit_EyeTracking_Walk.mov,31,fixation,812,26868.333333,27401.666667,533.333333,26733.333333000002,00:00:27.10200,274.68,260.06,-1000.0,-1000.0,,,,building building pavement pavement pavement pavement person person plant_horizontal plant_horizontal plant_horizontal plant_vertical,pavement: 0.9864618588909139 background: 0.013538141109086176,pavement: 1.0,0.78798828125,person:0.16209635416666668 building:0.200595703125 pavement:0.09254557291666667 plant_horizontal:0.3127897135416667 plant_vertical:0.12916015625
32,BDL064_Kermit_EyeTracking_Walk.mov,32,fixation,822,27401.666667,27535.0,133.333333,27066.666667,00:00:27.43500,273.59,248.98,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.7405078125,person:0.019986979166666665 plant_horizontal:0.39208984375 building:0.0991015625 pavement:0.2808203125
33,BDL064_Kermit_EyeTracking_Walk.mov,33,fixation,835,27768.333333,28070.0,301.666667,27500.0,00:00:27.86800,341.55,173.93,-1000.0,-1000.0,,,,building person person plant_horizontal,plant_horizontal: 0.0031241864097891173 background: 0.9968758135902109,plant_horizontal: 1.0,0.643828125,person:0.176552734375 plant_horizontal:0.42456705729166666 building:0.043053385416666666
34,BDL064_Kermit_EyeTracking_Walk.mov,34,fixation,841,28070.0,28170.0,100.0,27701.666667,00:00:28.07000,298.93,186.69,-1000.0,-1000.0,,,,building pavement person person plant_horizontal pole,person: 0.08721687060661286 plant_horizontal: 0.3423587607393908 background: 0.5704243686539964,person: 0.20303030303030303 plant_horizontal: 0.796969696969697,0.77328125,person:0.21118489583333333 building:0.05591796875 plant_horizontal:0.4748893229166667 pavement:0.09948893229166667 pole:0.0019856770833333332
35,BDL064_Kermit_EyeTracking_Walk.mov,35,fixation,902,29571.666667,30740.0,1168.333333,29736.666667,00:00:30.10500,113.63,201.38,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,building: 1.0 background: 0.0,building: 1.0,0.789697265625,building:0.212978515625 person:0.26506184895833335 plant_vertical:0.17565104166666667 plant_horizontal:0.06102864583333333 pavement:0.10533528645833333
36,BDL064_Kermit_EyeTracking_Walk.mov,36,fixation,937,31040.0,31573.333333,533.333333,30905.0,00:00:31.27300,49.48,392.37,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky,plant_horizontal: 0.12548815412652956 pavement: 0.6310856547774017 background: 0.24342619109606872,plant_horizontal: 0.16586373021335168 pavement: 0.8341362697866483,0.8080598958333334,person:0.26800130208333334 building:0.2481966145833333 plant_horizontal:0.05328450520833333 plant_vertical:0.14611653645833333 pavement:0.14330729166666667 sky:0.027939453125
37,BDL064_Kermit_EyeTracking_Walk.mov,37,fixation,958,31840.0,32175.0,335.0,31605.0,00:00:31.97300,116.62,186.94,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,building: 1.0 background: 0.0,building: 1.0,0.79125,person:0.27611979166666667 building:0.23746419270833333 pavement:0.12696940104166668 sky:0.026809895833333333 plant_horizontal:0.05971028645833333 plant_vertical:0.13112955729166667
38,BDL064_Kermit_EyeTracking_Walk.mov,38,fixation,1183,32275.0,46760.0,14485.0,39115.0,00:00:39.48300,116.87,125.28,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,plant_vertical: 0.6058318146316064 background: 0.39416818536839365,plant_vertical: 1.0,0.8174283854166666,person:0.2548470052083333 building:0.21014322916666667 plant_vertical:0.2326302083333333 pavement:0.08448893229166667 plant_horizontal:0.03878255208333334
39,BDL064_Kermit_EyeTracking_Walk.mov,39,fixation,1420,47226.666667000005,47626.666667000005,400.0,47025.0,00:00:47.39300,105.67,447.34,-1000.0,-1000.0,,,,building building person plant_horizontal plant_vertical plant_vertical sky sky,building: 0.8879242304656669 background: 0.11207576953433307,building: 1.0,0.792041015625,person:0.27416015625 plant_vertical:0.29228515625 building:0.22230143229166666 sky:0.036796875 plant_horizontal:0.03616861979166667
40,BDL064_Kermit_EyeTracking_Walk.mov,40,fixation,1439,47693.333332999995,48461.666667000005,768.333333,47658.333332999995,00:00:48.02700,100.92,423.97,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical,person: 0.805259047123145 background: 0.19474095287685497,person: 1.0,0.7300455729166667,person:0.36286783854166665 building:0.110625 plant_vertical:0.17865234375 pavement:0.072333984375 plant_horizontal:0.024039713541666667
41,BDL064_Kermit_EyeTracking_Walk.mov,41,fixation,1455,48461.666667000005,48728.333332999995,266.666667,48193.333332999995,00:00:48.56200,134.61,332.52,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical sky,person: 1.0 background: 0.0,person: 1.0,0.6961653645833333,person:0.34109700520833336 plant_vertical:0.150849609375 pavement:0.06870442708333334 building:0.10106119791666666 plant_horizontal:0.07015625 sky:0.0006966145833333334
42,BDL064_Kermit_EyeTracking_Walk.mov,42,fixation,1473,48995.0,49430.0,435.0,48793.333332999995,00:00:49.16200,168.97,188.5,-1000.0,-1000.0,,,,building pavement person person plant_horizontal plant_vertical,person: 0.2481124707107524 background: 0.7518875292892476,person: 1.0,0.8336100260416667,person:0.24925130208333332 plant_vertical:0.218779296875 plant_horizontal:0.12537434895833333 pavement:0.13250325520833334 building:0.150888671875
43,BDL064_Kermit_EyeTracking_Walk.mov,43,fixation,1484,49496.666667000005,49663.333332999995,166.666667,49161.666667000005,00:00:49.53000,156.06,204.48,-1000.0,-1000.0,,,,building building pavement person person plant_horizontal plant_vertical plant_vertical plant_vertical,person: 0.7550117156990367 background: 0.24498828430096328,person: 1.0,0.7602799479166666,person:0.2440234375 plant_vertical:0.20750651041666668 pavement:0.11786458333333333 plant_horizontal:0.060615234375 building:0.16098632812500002
44,BDL064_Kermit_EyeTracking_Walk.mov,44,fixation,1496,49896.666667000005,50030.0,133.333333,49561.666667000005,00:00:49.93000,187.87,97.63,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.82208984375,person:0.209990234375 building:0.20209635416666666 plant_vertical:0.11775065104166665 plant_horizontal:0.13840169270833333 pavement:0.15647786458333335
45,BDL064_Kermit_EyeTracking_Walk.mov,45,fixation,1531,50196.666667000005,52065.0,1868.3333329999998,50730.0,00:00:51.09800,163.99,236.96,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical,person: 0.6727414735745899 building: 0.22416037490236917 background: 0.10309815152304087,person: 0.7500725689404935 building: 0.24992743105950654,0.8157194010416666,plant_horizontal:0.13796223958333334 person:0.099453125 building:0.24607747395833332 pavement:0.20217122395833334 plant_vertical:0.20484049479166663
46,BDL064_Kermit_EyeTracking_Walk.mov,46,fixation,1564,52100.0,52366.666667000005,266.666667,51831.666667000005,00:00:52.20000,214.37,207.66,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical,building: 0.021293170605037652 plant_horizontal: 0.10672552583744482 person: 0.4100233705531031 plant_horizontal: 0.029862373409504026 background: 0.4320955595949104,building: 0.037494284407864654 plant_horizontal: 0.18792866941015088 person: 0.7219935985368084 plant_horizontal: 0.05258344764517604,0.801435546875,building:0.25244466145833333 pavement:0.27435221354166667 plant_horizontal:0.207177734375 person:0.05149088541666667 plant_vertical:0.017285156250000003
47,BDL064_Kermit_EyeTracking_Walk.mov,47,fixation,1573,52400.0,52666.666667000005,266.666667,52131.666667000005,00:00:52.50000,173.09,259.95,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal,plant_horizontal: 0.1713095548034366 pavement: 0.6743035667794846 background: 0.15438687841707888,plant_horizontal: 0.2025862068965517 pavement: 0.7974137931034483,0.812841796875,building:0.23835611979166665 plant_horizontal:0.2591796875 pavement:0.26714518229166667 person:0.05203125
48,BDL064_Kermit_EyeTracking_Walk.mov,48,fixation,1580,52666.666667000005,52866.666667000005,200.0,52365.0,00:00:52.73300,144.36,225.51,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal,building: 0.21608956001041396 plant_horizontal: 0.5784951835459515 background: 0.20541525644363448,building: 0.27195281782437747 plant_horizontal: 0.7280471821756226,0.8214973958333334,building:0.28357096354166667 plant_horizontal:0.28958658854166663 pavement:0.27271484375 person:0.05945963541666666
49,BDL064_Kermit_EyeTracking_Walk.mov,49,fixation,1606,53400.0,53901.666667,501.666667,53233.333332999995,00:00:53.60200,102.38,211.59,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,plant_vertical: 0.2689041649818035 plant_horizontal: 0.22381722604124546 plant_horizontal: 0.3012535382126971 background: 0.20602507076425394,plant_vertical: 0.33868092691622104 plant_horizontal: 0.28189457601222306 plant_horizontal: 0.3794244970715559,0.8381640625,plant_vertical:0.191435546875 plant_horizontal:0.42018229166666665 building:0.061669921875 pavement:0.18813802083333334 sky:0.025003255208333332
50,BDL064_Kermit_EyeTracking_Walk.mov,50,fixation,1627,54268.333333,54401.666667,133.333333,53933.333333,00:00:54.30200,377.08,71.54,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal,pavement: 0.5314776274713839 person: 0.01040582726326743 background: 0.4581165452653486,pavement: 0.9807969275084013 person: 0.019203072491598656,0.8373958333333333,plant_horizontal:0.5483658854166668 pavement:0.24098307291666668 building:0.04399088541666667 person:0.004957682291666667
51,BDL064_Kermit_EyeTracking_Walk.mov,51,fixation,1644,54836.666667,54970.0,133.333333,54501.666667,00:00:54.87000,227.49,161.25,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal,pavement: 1.0 background: 0.0,pavement: 1.0,0.7933333333333333,plant_horizontal:0.5109244791666667 pavement:0.24424479166666666 person:0.04041666666666666
52,BDL064_Kermit_EyeTracking_Walk.mov,52,fixation,1653,55136.666667,55270.0,133.333333,54801.666667,00:00:55.17000,229.52,107.73,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal,person: 0.6552980994532673 building: 0.03254360843530331 background: 0.3121582921114293,person: 0.9526873580620742 building: 0.047312641937925816,0.8151529947916667,pavement:0.27886067708333334 plant_horizontal:0.38582682291666665 person:0.051702473958333335 building:0.100966796875
53,BDL064_Kermit_EyeTracking_Walk.mov,53,fixation,1660,55303.333333,55570.0,266.666667,55035.0,00:00:55.40300,210.02,139.24,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal,person: 1.0 background: 0.0,person: 1.0,0.8425065104166667,pavement:0.2923665364583333 plant_horizontal:0.30749674479166667 building:0.18115234375 person:0.066396484375
