,/Users/pslive1/Documents/Walk_Projext/BDL079_Daisy_Walk_RouteP1/BDL079_Daisy_Walk_RouteP1.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes,all_classes,fixation_classes,fixation_classes_no_background,union_areas,percentage_area
26,BDL079_Daisy_Walk_RouteP1.mov,26,fixation,342,11381.666667,11548.333333,166.666667,11380.0,00:00:11.41500,258.67,203.77,-1000.0,-1000.0,,,,,,,,
27,BDL079_Daisy_Walk_RouteP1.mov,27,fixation,360,11615.0,12516.666667,901.666667,11981.666667,00:00:12.01700,265.4,202.01,-1000.0,-1000.0,,,,,,,,
28,BDL079_Daisy_Walk_RouteP1.mov,28,fixation,394,13118.333333,13285.0,166.666667,13116.666667,00:00:13.15200,258.66,203.77,-1000.0,-1000.0,,,,,,,,
29,BDL079_Daisy_Walk_RouteP1.mov,29,fixation,400,13318.333333,13451.666667,133.333333,13316.666667,00:00:13.35200,259.39,203.65,-1000.0,-1000.0,,,,,,,,
30,BDL079_Daisy_Walk_RouteP1.mov,30,fixation,414,13751.666667,13985.0,233.333333,13783.333333,00:00:13.81800,261.32,203.31,-1000.0,-1000.0,,,,,,,,
31,BDL079_Daisy_Walk_RouteP1.mov,31,fixation,422,14018.333333,14218.333333,200.0,14050.0,00:00:14.08500,263.23,202.97,-1000.0,-1000.0,,,,,,,,
32,BDL079_Daisy_Walk_RouteP1.mov,32,fixation,433,14318.333333,14686.666667,368.333333,14418.333333,00:00:14.45300,41.37,107.47,-1000.0,-1000.0,,,,building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky,person: 0.9304807500498703 plant_vertical: 0.059445441851186914 sky: 0.008976660682226212 background: 0.001097147416716537,person: 0.9315027458811782 plant_vertical: 0.05951073389915127 sky: 0.008986520219670495,0.9942252604166667,person:0.17764322916666667 pavement:0.34344075520833334 plant_horizontal:0.07789713541666667 building:0.19822916666666668 pole:0.008098958333333333 plant_vertical:0.11328125 sky:0.0919140625
33,BDL079_Daisy_Walk_RouteP1.mov,33,fixation,442,14686.666667,14920.0,233.333333,14718.333333,00:00:14.75300,263.29,202.88,-1000.0,-1000.0,,,,,,,,
34,BDL079_Daisy_Walk_RouteP1.mov,34,fixation,477,15420.0,16488.333333000002,1068.333333,15886.666667,00:00:15.92200,262.35,203.23,-1000.0,-1000.0,,,,,,,,
35,BDL079_Daisy_Walk_RouteP1.mov,35,fixation,496,16521.666666999998,16655.0,133.333333,16520.0,00:00:16.55500,263.56,203.0,-1000.0,-1000.0,,,,,,,,
36,BDL079_Daisy_Walk_RouteP1.mov,36,fixation,500,16688.333333000002,16788.333333000002,100.0,16653.333333000002,00:00:16.68800,263.68,202.99,-1000.0,-1000.0,,,,,,,,
37,BDL079_Daisy_Walk_RouteP1.mov,37,fixation,504,16788.333333000002,16921.666666999998,133.333333,16786.666666999998,00:00:16.82200,27.34,117.0,-1000.0,-1000.0,,,,,,,,
38,BDL079_Daisy_Walk_RouteP1.mov,38,fixation,510,17023.333333000002,17123.333333000002,100.0,16988.333333000002,00:00:17.02300,51.16,107.12,-1000.0,-1000.0,,,,,,,,
39,BDL079_Daisy_Walk_RouteP1.mov,39,fixation,515,17156.666666999998,17290.0,133.333333,17155.0,00:00:17.19000,44.66,112.7,-1000.0,-1000.0,,,,,,,,
40,BDL079_Daisy_Walk_RouteP1.mov,40,fixation,522,17290.0,17656.666666999998,366.666667,17388.333333000002,00:00:17.42300,263.02,203.1,-1000.0,-1000.0,,,,,,,,
41,BDL079_Daisy_Walk_RouteP1.mov,41,fixation,539,17890.0,18190.0,300.0,17955.0,00:00:17.99000,261.62,203.32,-1000.0,-1000.0,,,,,,,,
42,BDL079_Daisy_Walk_RouteP1.mov,42,fixation,552,18391.666666999998,18525.0,133.333333,18390.0,00:00:18.42500,218.79,213.19,-1000.0,-1000.0,,,,,,,,
43,BDL079_Daisy_Walk_RouteP1.mov,43,fixation,557,18591.666666999998,18691.666666999998,100.0,18556.666666999998,00:00:18.59200,184.97,220.69,-1000.0,-1000.0,,,,,,,,
44,BDL079_Daisy_Walk_RouteP1.mov,44,fixation,562,18758.333333000002,18858.333333000002,100.0,18723.333333000002,00:00:18.75800,298.42,195.34,-1000.0,-1000.0,,,,,,,,
45,BDL079_Daisy_Walk_RouteP1.mov,45,fixation,567,18858.333333000002,19058.333333000002,200.0,18890.0,00:00:18.92500,291.19,196.13,-1000.0,-1000.0,,,,,,,,
46,BDL079_Daisy_Walk_RouteP1.mov,46,fixation,584,19358.333333000002,19693.333333000002,335.0,19456.666666999998,00:00:19.49200,238.94,209.18,-1000.0,-1000.0,,,,,,,,
47,BDL079_Daisy_Walk_RouteP1.mov,47,fixation,604,19793.333333000002,20626.666666999998,833.333333,20125.0,00:00:20.16000,263.7,202.98,-1000.0,-1000.0,,,,,,,,
48,BDL079_Daisy_Walk_RouteP1.mov,48,fixation,637,21195.0,21395.0,200.0,21226.666666999998,00:00:21.26200,267.06,201.95,-1000.0,-1000.0,,,,,,,,
49,BDL079_Daisy_Walk_RouteP1.mov,49,fixation,643,21428.333333000002,21561.666666999998,133.333333,21426.666666999998,00:00:21.46200,268.19,201.52,-1000.0,-1000.0,,,,,,,,
50,BDL079_Daisy_Walk_RouteP1.mov,50,fixation,652,21695.0,21928.333333000002,233.333333,21726.666666999998,00:00:21.76200,268.89,201.63,-1000.0,-1000.0,,,,,,,,
51,BDL079_Daisy_Walk_RouteP1.mov,51,fixation,657,21928.333333000002,22028.333333000002,100.0,21893.333333000002,00:00:21.92800,0.01,124.96,-1000.0,-1000.0,,,,,,,,
52,BDL079_Daisy_Walk_RouteP1.mov,52,fixation,666,22128.333333000002,22396.666666999998,268.333333,22195.0,00:00:22.23000,269.58,201.71,-1000.0,-1000.0,,,,,,,,
53,BDL079_Daisy_Walk_RouteP1.mov,53,fixation,679,22563.333333000002,22863.333333000002,300.0,22628.333333000002,00:00:22.66300,243.39,207.87,-1000.0,-1000.0,,,,,,,,
54,BDL079_Daisy_Walk_RouteP1.mov,54,fixation,732,24398.333333000002,24531.666666999998,133.333333,24396.666666999998,00:00:24.43200,270.23,201.37,-1000.0,-1000.0,,,,,,,,
55,BDL079_Daisy_Walk_RouteP1.mov,55,fixation,759,25100.0,25666.666666999998,566.666667,25298.333333000002,00:00:25.33300,261.29,203.36,-1000.0,-1000.0,,,,,,,,
56,BDL079_Daisy_Walk_RouteP1.mov,56,fixation,780,25700.0,26468.333333000002,768.333333,25998.333333000002,00:00:26.03300,261.11,203.11,-1000.0,-1000.0,,,,,,,,
57,BDL079_Daisy_Walk_RouteP1.mov,57,fixation,814,27101.666667,27301.666667,200.0,27133.333333,00:00:27.16800,241.27,209.11,-1000.0,-1000.0,,,,,,,,
58,BDL079_Daisy_Walk_RouteP1.mov,58,fixation,832,27670.0,27970.0,300.0,27735.0,00:00:27.77000,281.7,198.23,-1000.0,-1000.0,,,,,,,,
59,BDL079_Daisy_Walk_RouteP1.mov,59,fixation,841,28070.0,28170.0,100.0,28035.0,00:00:28.07000,259.21,202.97,-1000.0,-1000.0,,,,,,,,
60,BDL079_Daisy_Walk_RouteP1.mov,60,fixation,849,28303.333333,28436.666667,133.333333,28301.666667,00:00:28.33700,264.68,201.94,-1000.0,-1000.0,,,,,,,,
61,BDL079_Daisy_Walk_RouteP1.mov,61,fixation,860,28670.0,28805.0,135.0,28670.0,00:00:28.70500,271.64,200.68,-1000.0,-1000.0,,,,,,,,
62,BDL079_Daisy_Walk_RouteP1.mov,62,fixation,872,28838.333333,29438.333333,600.0,29070.0,00:00:29.10500,262.16,202.1,-1000.0,-1000.0,,,,,,,,
63,BDL079_Daisy_Walk_RouteP1.mov,63,fixation,885,29471.666667,29671.666667,200.0,29503.333333,00:00:29.53800,262.89,201.73,-1000.0,-1000.0,,,,,,,,
64,BDL079_Daisy_Walk_RouteP1.mov,64,fixation,894,29705.0,30073.333333,368.333333,29803.333333,00:00:29.83800,255.1,203.89,-1000.0,-1000.0,,,,,,,,
65,BDL079_Daisy_Walk_RouteP1.mov,65,fixation,902,30106.666667,30206.666667,100.0,30071.666667,00:00:30.10700,305.6,193.55,-1000.0,-1000.0,,,,,,,,
66,BDL079_Daisy_Walk_RouteP1.mov,66,fixation,917,30606.666667,30706.666667,100.0,30571.666667,00:00:30.60700,272.41,198.27,-1000.0,-1000.0,,,,,,,,
67,BDL079_Daisy_Walk_RouteP1.mov,67,fixation,938,30806.666667,31875.0,1068.333333,31273.333333,00:00:31.30800,247.92,207.57,-1000.0,-1000.0,,,,,,,,
68,BDL079_Daisy_Walk_RouteP1.mov,68,fixation,962,31908.333333,32408.333333,500.0,32073.333333,00:00:32.10800,244.35,207.9,-1000.0,-1000.0,,,,,,,,
69,BDL079_Daisy_Walk_RouteP1.mov,69,fixation,975,32475.0,32710.0,235.0,32506.666667,00:00:32.54200,250.11,207.28,-1000.0,-1000.0,,,,,,,,
70,BDL079_Daisy_Walk_RouteP1.mov,70,fixation,981,32743.333333,32843.333332999995,100.0,32708.333333,00:00:32.74300,250.59,206.87,-1000.0,-1000.0,,,,,,,,
71,BDL079_Daisy_Walk_RouteP1.mov,71,fixation,987,32876.666667000005,33076.666667000005,200.0,32908.333332999995,00:00:32.94300,249.64,206.94,-1000.0,-1000.0,,,,,,,,
72,BDL079_Daisy_Walk_RouteP1.mov,72,fixation,1002,33410.0,33543.333332999995,133.333333,33408.333332999995,00:00:33.44300,168.51,223.26,-1000.0,-1000.0,,,,,,,,
73,BDL079_Daisy_Walk_RouteP1.mov,73,fixation,1007,33576.666667000005,33710.0,133.333333,33575.0,00:00:33.61000,233.61,209.95,-1000.0,-1000.0,,,,,,,,
74,BDL079_Daisy_Walk_RouteP1.mov,74,fixation,1013,33810.0,33911.666667000005,101.666667,33775.0,00:00:33.81000,167.28,226.33,-1000.0,-1000.0,,,,,,,,
75,BDL079_Daisy_Walk_RouteP1.mov,75,fixation,1019,34011.666667000005,34111.666667000005,100.0,33976.666667000005,00:00:34.01200,235.52,209.88,-1000.0,-1000.0,,,,,,,,
76,BDL079_Daisy_Walk_RouteP1.mov,76,fixation,1029,34211.666667000005,34578.333332999995,366.666667,34310.0,00:00:34.34500,260.06,203.15,-1000.0,-1000.0,,,,,,,,
77,BDL079_Daisy_Walk_RouteP1.mov,77,fixation,1044,34845.0,34945.0,100.0,34810.0,00:00:34.84500,260.02,200.86,-1000.0,-1000.0,,,,,,,,
78,BDL079_Daisy_Walk_RouteP1.mov,78,fixation,1057,35246.666667000005,35413.333332999995,166.666667,35245.0,00:00:35.28000,287.34,198.11,-1000.0,-1000.0,,,,,,,,
79,BDL079_Daisy_Walk_RouteP1.mov,79,fixation,1068,35513.333332999995,35880.0,366.666667,35611.666667000005,00:00:35.64700,245.19,207.43,-1000.0,-1000.0,,,,,,,,
80,BDL079_Daisy_Walk_RouteP1.mov,80,fixation,1093,36446.666667000005,36581.666667000005,135.0,36445.0,00:00:36.48000,255.09,203.97,-1000.0,-1000.0,,,,,,,,
81,BDL079_Daisy_Walk_RouteP1.mov,81,fixation,1109,36981.666667000005,37115.0,133.333333,36980.0,00:00:37.01500,249.55,207.46,-1000.0,-1000.0,,,,,,,,
82,BDL079_Daisy_Walk_RouteP1.mov,82,fixation,1148,38250.0,38483.333332999995,233.333333,38281.666667000005,00:00:38.31700,246.12,208.04,-1000.0,-1000.0,,,,,,,,
83,BDL079_Daisy_Walk_RouteP1.mov,83,fixation,1159,38683.333332999995,38783.333332999995,100.0,38648.333332999995,00:00:38.68300,157.05,316.46,-1000.0,-1000.0,,,,,,,,
84,BDL079_Daisy_Walk_RouteP1.mov,84,fixation,1181,39151.666667000005,39785.0,633.333333,39383.333332999995,00:00:39.41800,248.33,207.1,-1000.0,-1000.0,,,,,,,,
85,BDL079_Daisy_Walk_RouteP1.mov,85,fixation,1198,39985.0,40085.0,100.0,39950.0,00:00:39.98500,288.6,197.48,-1000.0,-1000.0,,,,,,,,
86,BDL079_Daisy_Walk_RouteP1.mov,86,fixation,1213,40351.666667000005,40720.0,368.333333,40451.666667000005,00:00:40.48700,246.41,207.5,-1000.0,-1000.0,,,,,,,,
87,BDL079_Daisy_Walk_RouteP1.mov,87,fixation,1222,40753.333332999995,40886.666667000005,133.333333,40751.666667000005,00:00:40.78700,249.46,206.91,-1000.0,-1000.0,,,,,,,,
88,BDL079_Daisy_Walk_RouteP1.mov,88,fixation,1235,40920.0,41586.666667000005,666.666667,41185.0,00:00:41.22000,249.58,206.88,-1000.0,-1000.0,,,,,,,,
89,BDL079_Daisy_Walk_RouteP1.mov,89,fixation,1257,41821.666667000005,42188.333332999995,366.666667,41920.0,00:00:41.95500,249.95,206.77,-1000.0,-1000.0,,,,building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,pavement: 0.007783882783882784 plant_horizontal: 0.14807692307692308 sky: 0.0005494505494505495 plant_vertical: 0.8341575091575092 background: 0.009432234432234432,pavement: 0.007858001294259037 plant_horizontal: 0.14948691873902192 sky: 0.0005546824443006379 plant_vertical: 0.8421003975224184,0.952880859375,pole:0.008307291666666666 plant_horizontal:0.07178385416666666 pavement:0.32134765625 person:0.18135416666666668 building:0.18007161458333334 sky:0.09399739583333333 plant_vertical:0.10657877604166667
90,BDL079_Daisy_Walk_RouteP1.mov,90,fixation,1267,42221.666667000005,42455.0,233.333333,42253.333332999995,00:00:42.28800,246.85,207.45,-1000.0,-1000.0,,,,,,,,
91,BDL079_Daisy_Walk_RouteP1.mov,91,fixation,1278,42655.0,42755.0,100.0,42620.0,00:00:42.65500,214.72,213.78,-1000.0,-1000.0,,,,,,,,
92,BDL079_Daisy_Walk_RouteP1.mov,92,fixation,1288,42755.0,43290.0,535.0,42953.333332999995,00:00:42.98800,246.7,207.44,-1000.0,-1000.0,,,,,,,,
93,BDL079_Daisy_Walk_RouteP1.mov,93,fixation,1304,43523.333332999995,43623.333332999995,100.0,43488.333332999995,00:00:43.52300,298.34,195.53,-1000.0,-1000.0,,,,,,,,
94,BDL079_Daisy_Walk_RouteP1.mov,94,fixation,1308,43656.666667000005,43756.666667000005,100.0,43621.666667000005,00:00:43.65700,287.13,198.12,-1000.0,-1000.0,,,,,,,,
95,BDL079_Daisy_Walk_RouteP1.mov,95,fixation,1319,43990.0,44156.666667000005,166.666667,43988.333332999995,00:00:44.02300,201.33,216.22,-1000.0,-1000.0,,,,,,,,
96,BDL079_Daisy_Walk_RouteP1.mov,96,fixation,1328,44256.666667000005,44491.666667000005,235.0,44288.333332999995,00:00:44.32300,198.66,216.35,-1000.0,-1000.0,,,,,,,,
97,BDL079_Daisy_Walk_RouteP1.mov,97,fixation,1365,45491.666667000005,45726.666667000005,235.0,45523.333332999995,00:00:45.55800,283.94,197.31,-1000.0,-1000.0,,,,,,,,
98,BDL079_Daisy_Walk_RouteP1.mov,98,fixation,1372,45793.333332999995,45893.333332999995,100.0,45758.333332999995,00:00:45.79300,230.72,212.64,-1000.0,-1000.0,,,,,,,,
99,BDL079_Daisy_Walk_RouteP1.mov,99,fixation,1388,46260.0,46493.333332999995,233.333333,46291.666667000005,00:00:46.32700,262.11,202.44,-1000.0,-1000.0,,,,,,,,
100,BDL079_Daisy_Walk_RouteP1.mov,100,fixation,1407,46526.666667000005,47495.0,968.333333,46926.666667000005,00:00:46.96200,283.92,198.86,-1000.0,-1000.0,,,,,,,,
101,BDL079_Daisy_Walk_RouteP1.mov,101,fixation,1437,47828.333332999995,48161.666667000005,333.333333,47926.666667000005,00:00:47.96200,233.1,210.21,-1000.0,-1000.0,,,,,,,,
102,BDL079_Daisy_Walk_RouteP1.mov,102,fixation,1444,48161.666667000005,48296.666667000005,135.0,48160.0,00:00:48.19500,218.22,213.14,-1000.0,-1000.0,,,,,,,,
103,BDL079_Daisy_Walk_RouteP1.mov,103,fixation,1459,48296.666667000005,49163.333332999995,866.666667,48661.666667000005,00:00:48.69700,235.31,209.36,-1000.0,-1000.0,,,,,,,,
104,BDL079_Daisy_Walk_RouteP1.mov,104,fixation,1490,49698.333332999995,49865.0,166.666667,49696.666667000005,00:00:49.73200,218.83,213.46,-1000.0,-1000.0,,,,,,,,
105,BDL079_Daisy_Walk_RouteP1.mov,105,fixation,1516,49865.0,51433.333332999995,1568.333333,50563.333332999995,00:00:50.59800,246.66,207.29,-1000.0,-1000.0,,,,,,,,
106,BDL079_Daisy_Walk_RouteP1.mov,106,fixation,1546,51566.666667000005,51700.0,133.333333,51565.0,00:00:51.60000,275.92,198.55,-1000.0,-1000.0,,,,,,,,
107,BDL079_Daisy_Walk_RouteP1.mov,107,fixation,1576,52435.0,52868.333332999995,433.333333,52566.666667000005,00:00:52.60200,249.97,206.79,-1000.0,-1000.0,,,,,,,,
108,BDL079_Daisy_Walk_RouteP1.mov,108,fixation,1584,52868.333332999995,52968.333332999995,100.0,52833.333332999995,00:00:52.86800,213.36,214.51,-1000.0,-1000.0,,,,,,,,
109,BDL079_Daisy_Walk_RouteP1.mov,109,fixation,1601,53368.333332999995,53603.333332999995,235.0,53400.0,00:00:53.43500,217.68,213.66,-1000.0,-1000.0,,,,,,,,
110,BDL079_Daisy_Walk_RouteP1.mov,110,fixation,1606,53603.333332999995,53703.333333,100.0,53568.333332999995,00:00:53.60300,201.68,217.4,-1000.0,-1000.0,,,,,,,,
111,BDL079_Daisy_Walk_RouteP1.mov,111,fixation,1610,53703.333333,53836.666667,133.333333,53701.666667,00:00:53.73700,224.42,212.54,-1000.0,-1000.0,,,,,,,,
112,BDL079_Daisy_Walk_RouteP1.mov,112,fixation,1615,53903.333333,54003.333333,100.0,53868.333333,00:00:53.90300,197.09,218.75,-1000.0,-1000.0,,,,,,,,
113,BDL079_Daisy_Walk_RouteP1.mov,113,fixation,1638,54603.333333,54805.0,201.666667,54635.0,00:00:54.67000,268.59,201.32,-1000.0,-1000.0,,,,,,,,
114,BDL079_Daisy_Walk_RouteP1.mov,114,fixation,1644,54838.333333,54971.666667,133.333333,54836.666667,00:00:54.87200,260.79,203.26,-1000.0,-1000.0,,,,,,,,
115,BDL079_Daisy_Walk_RouteP1.mov,115,fixation,1649,55005.0,55138.333333,133.333333,55003.333333,00:00:55.03800,260.63,203.36,-1000.0,-1000.0,,,,,,,,
116,BDL079_Daisy_Walk_RouteP1.mov,116,fixation,1654,55171.666667,55305.0,133.333333,55170.0,00:00:55.20500,264.5,202.68,-1000.0,-1000.0,,,,,,,,
117,BDL079_Daisy_Walk_RouteP1.mov,117,fixation,1665,55571.666667,55671.666667,100.0,55536.666667,00:00:55.57200,236.19,209.64,-1000.0,-1000.0,,,,,,,,
118,BDL079_Daisy_Walk_RouteP1.mov,118,fixation,1676,55905.0,56073.333333,168.333333,55903.333333,00:00:55.93800,292.48,196.67,-1000.0,-1000.0,,,,,,,,
119,BDL079_Daisy_Walk_RouteP1.mov,119,fixation,1719,57340.0,57475.0,135.0,57340.0,00:00:57.37500,217.85,212.21,-1000.0,-1000.0,,,,,,,,
120,BDL079_Daisy_Walk_RouteP1.mov,120,fixation,1727,57641.666667,57741.666667,100.0,57606.666667,00:00:57.64200,322.98,191.59,-1000.0,-1000.0,,,,,,,,
121,BDL079_Daisy_Walk_RouteP1.mov,121,fixation,1731,57741.666667,57875.0,133.333333,57740.0,00:00:57.77500,310.77,193.52,-1000.0,-1000.0,,,,,,,,
122,BDL079_Daisy_Walk_RouteP1.mov,122,fixation,1734,57875.0,57975.0,100.0,57840.0,00:00:57.87500,285.24,198.09,-1000.0,-1000.0,,,,,,,,
123,BDL079_Daisy_Walk_RouteP1.mov,123,fixation,1747,58241.666667,58475.0,233.333333,58273.333333,00:00:58.30800,82.5,141.43,-1000.0,-1000.0,,,,,,,,
124,BDL079_Daisy_Walk_RouteP1.mov,124,fixation,1761,58776.666667,58876.666667,100.0,58741.666667,00:00:58.77700,140.75,155.03,-1000.0,-1000.0,,,,,,,,
125,BDL079_Daisy_Walk_RouteP1.mov,125,fixation,1780,59410.0,59510.0,100.0,59375.0,00:00:59.41000,111.13,235.79,-1000.0,-1000.0,,,,,,,,
126,BDL079_Daisy_Walk_RouteP1.mov,126,fixation,1809,60378.333333,60478.333333,100.0,60343.333333,00:01:00.37800,100.12,224.43,-1000.0,-1000.0,,,,,,,,
127,BDL079_Daisy_Walk_RouteP1.mov,127,fixation,1817,60645.0,60745.0,100.0,60610.0,00:01:00.64500,258.76,219.45,-1000.0,-1000.0,,,,,,,,
128,BDL079_Daisy_Walk_RouteP1.mov,128,fixation,1825,60911.666667,61011.666667,100.0,60876.666667,00:01:00.91200,244.9,222.18,-1000.0,-1000.0,,,,,,,,
129,BDL079_Daisy_Walk_RouteP1.mov,129,fixation,1867,62313.333333,62413.333333,100.0,62278.333333,00:01:02.31300,237.72,220.16,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky,person: 0.9885426214482127 sky: 0.007332722273143905 background: 0.004124656278643446,person: 0.9926369075011505 sky: 0.007363092498849517,0.928828125,person:0.22520182291666666 building:0.16540690104166667 pavement:0.040989583333333336 plant_horizontal:0.054593098958333336 plant_vertical:0.22041341145833332 sky:0.22294596354166665
130,BDL079_Daisy_Walk_RouteP1.mov,130,fixation,1876,62580.0,62715.0,135.0,62580.0,00:01:02.61500,210.19,195.59,-1000.0,-1000.0,,,,,,,,
131,BDL079_Daisy_Walk_RouteP1.mov,131,fixation,1890,63081.666667,63181.666667,100.0,63046.666667,00:01:03.08200,198.6,179.94,-1000.0,-1000.0,,,,,,,,
132,BDL079_Daisy_Walk_RouteP1.mov,132,fixation,1896,63281.666667,63381.666667,100.0,63246.666667,00:01:03.28200,210.25,189.85,-1000.0,-1000.0,,,,,,,,
133,BDL079_Daisy_Walk_RouteP1.mov,133,fixation,1899,63381.666667,63481.666667,100.0,63346.666667,00:01:03.38200,230.65,202.13,-1000.0,-1000.0,,,,,,,,
